,Fire_Name,Lat,Long,Fire_Year,Fire_Month,Total_area_burned(ha),Moderate_Severity(ha),High_Severity(ha)
1501,MISSION,37.236,-119.466,2017,9,407.52,104.49,256.59
1502,RAILROAD,37.441,-119.613,2017,8,5165.91,1604.52,3104.91
1503,SOUTH FORK,37.568,-119.576,2017,8,3259.26,1639.08,737.46
1504,DETWILER,37.55,-120.121,2017,7,33374.52,12132.45,858.06
1505,EMPIRE,37.654,-119.588,2017,8,3920.76,1638.54,825.84
1506,CREEK,38.121,-119.948,2017,9,870.57,253.8,19.62
1507,THIRTY SEVEN,38.155,-122.474,2017,10,718.2,549.27,75.42
1508,MCCORMICK,38.38,-119.875,2017,8,1775.97,570.24,928.17
1509,NUNS,38.349,-122.503,2017,10,22985.01,7073.73,3110.94
1510,ATLAS,38.364,-122.237,2017,10,20768.31,6968.61,1842.39
1511,WINTER,38.526,-122.054,2017,7,1004.31,732.87,104.76
1512,LATROBE INCIDENT,38.529,-121.048,2017,7,643.95,490.68,104.49
1513,TUBBS,38.568,-122.68,2017,10,14927.22,4818.96,2968.47
1514,SLINKARD,38.659,-119.571,2017,8,3434.76,1483.92,815.13
1515,POCKET,38.77,-122.883,2017,10,7565.58,3120.03,781.47
1516,SULFUR,38.992,-122.666,2017,10,1034.19,463.14,243.81
1517,REDWOOD VALLEY INCIDENT,39.339,-123.213,2017,10,14787.99,4241.07,3963.51
1518,CASCADE,39.359,-121.375,2017,10,6538.05,4347.09,474.57
1519,WALL,39.463,-121.406,2017,7,2625.48,1019.43,306.72
1520,PONDEROSA,39.578,-121.277,2017,8,1726.92,346.14,1237.23
1521,CHEROKEE,39.591,-121.585,2017,10,3369.87,2184.21,352.89
1522,CHILCOOT,39.779,-120.148,2017,8,417.78,131.13,238.32
1523,MINERVA 5,39.903,-120.944,2017,7,1839.69,722.79,748.26
1524,LONG VALLEY,39.992,-119.92,2017,7,7957.8,5478.21,96.93
1525,WILLIE,40.119,-123.299,2017,8,1313.28,303.21,157.14
1526,DUTCHMAN,40.192,-123.348,2017,8,648.54,171.9,141.03
1527,BUCK,40.213,-123.027,2017,9,5505.57,1631.61,842.67
1528,MUD,40.432,-120.247,2017,8,2443.95,561.15,0.0
1529,HELENA,40.775,-123.062,2017,8,7570.8,2869.83,2056.5
1530,FORK,40.845,-123.01,2017,8,1344.87,509.4,423.63
1531,COVE,41.279,-121.008,2017,7,12500.01,3172.41,3113.01
1532,ISLAND,41.42,-123.131,2017,6,25210.62,9396.27,7598.7
1533,HAYPRESS,41.465,-123.427,2017,8,8872.29,3705.84,1859.49
1534,PARKER2,41.464,-120.262,2017,8,3092.76,876.51,432.72
1535,BURNEY,41.546,-123.303,2017,7,647.01,230.04,147.51
1536,UKONOM,41.59,-123.493,2017,7,1710.72,794.88,366.48
1537,OAK,41.747,-123.58,2017,8,38708.73,13485.96,14218.38
1538,STEELE,41.879,-120.895,2017,7,19892.61,7975.35,1012.59
1539,CEDAR,41.935,-123.325,2017,8,4353.12,1337.58,1425.06
1540,RIMROCK,41.966,-120.997,2017,7,688.77,286.92,12.51
1541,ABNEY,41.95,-123.136,2017,8,12757.86,3948.48,4247.64
1542,R-4,40.721,-119.918,2017,8,239.22,158.58,2.25
1543,PENDLETON COMPLEX,33.364,-117.418,2018,7,1199.7,401.67,39.24
1544,PATTERSON,33.643,-117.048,2018,5,526.86,231.66,0.54
1545,HOLY,33.704,-117.468,2018,8,9246.69,5352.39,2403.72
1546,CRANSTON,33.715,-116.705,2018,7,5292.36,3113.19,985.95
1547,VALLEY,34.105,-116.946,2018,7,506.7,271.62,114.39
1548,WOOLSEY,34.125,-118.824,2018,11,39618.27,21301.02,8598.33
1549,HILL,34.207,-118.953,2018,11,1791.18,790.29,38.34
1550,CHARLIE,34.521,-118.559,2018,9,1362.24,1100.88,128.97
1551,STONE,34.55,-118.292,2018,6,671.49,499.5,3.33
1552,FRONT,35.119,-120.097,2018,8,455.76,352.89,31.59
1553,TARINA,35.388,-118.758,2018,8,2013.3,1375.38,220.41
1554,TURKEY,35.81,-120.32,2018,8,938.25,751.59,99.45
1555,MOUNTAINEER FIRE,36.22,-118.578,2018,10,530.91,173.07,10.62
1556,ALDER,36.239,-118.632,2018,10,2114.91,761.13,303.75
1557,EDEN,36.409,-118.733,2018,10,731.07,440.1,63.63
1558,AIRLINE,36.391,-120.962,2018,6,597.78,376.65,42.57
1559,GEORGES,36.65,-118.233,2018,7,1215.0,338.94,40.86
1560,MOFFAT,36.688,-118.085,2018,4,539.01,209.25,42.12
1561,NEES,36.849,-120.786,2018,5,744.39,594.27,40.41
1562,PLANADA,37.406,-120.292,2018,6,1875.69,1528.92,160.65
1563,PLEASANT,37.41,-118.445,2018,2,921.78,519.57,125.73
1564,LIONS,37.588,-119.163,2018,6,5752.98,2449.8,1152.18
1565,FERGUSON,37.635,-119.807,2018,7,38801.34,17204.4,15316.02
1566,WAVERLY,38.0,-120.846,2018,6,4917.06,4389.93,13.05
1567,NELSON,38.312,-121.999,2018,8,892.44,207.81,340.11
1568,DONNELL,38.383,-119.822,2018,8,14626.62,4417.29,6282.63
1569,BOOT,38.386,-119.429,2018,9,2813.49,1305.09,741.78
1570,SNELL,38.714,-122.39,2018,9,1008.63,627.12,177.12
1571,COUNTY,38.683,-122.155,2018,6,37411.83,20093.94,9948.6
1572,RIVER,39.055,-123.019,2018,7,19795.68,10260.36,5119.74
1573,BUTTE FIRE,39.198,-121.826,2018,7,414.81,302.4,38.16
1574,RANCH,39.269,-122.775,2018,7,172800.09,72117.54,52395.66
1575,NORTH,39.276,-120.632,2018,9,513.45,77.31,375.75
1576,CHROME,39.623,-122.559,2018,6,948.78,529.65,278.28
1577,CAMP,39.748,-121.565,2018,11,61971.21,20955.24,15424.92
1578,APPLE,39.924,-122.349,2018,6,1152.81,827.28,224.19
1579,SUN,40.23,-122.143,2018,10,1586.61,1241.82,82.17
1580,LANE,40.331,-121.831,2018,6,1636.29,971.73,380.07
1581,CREEK,40.486,-122.518,2018,6,544.59,398.97,26.1
1582,KERLIN,40.625,-123.512,2018,9,718.65,268.92,251.1
1583,WHALEBACK,40.627,-120.824,2018,7,7543.53,4085.01,1953.0
1584,CARR,40.715,-122.593,2018,7,93175.11,38597.49,39771.18
1585,HIRZ,40.984,-122.279,2018,8,18899.37,7721.01,3800.34
1586,DELTA,41.007,-122.462,2018,9,25788.87,8287.11,13677.12
1587,HAT,40.998,-121.489,2018,8,798.3,415.26,225.0
1588,MILL CREEK 1,41.141,-123.653,2018,8,1617.39,412.29,196.83
1589,EAGLE,41.268,-120.105,2018,7,856.17,463.14,118.98
1590,STONE,41.425,-121.013,2018,8,15966.45,3713.94,1512.36
1591,KLAMATHON,41.946,-122.534,2018,7,14558.22,7844.4,2312.37
1592,NATCHEZ,41.895,-123.566,2018,7,15686.73,7161.21,4183.74
1593,TENAJA,33.549,-117.258,2019,9,733.32,423.54,22.59
1594,SANDALWOOD,33.999,-117.084,2019,10,421.2,361.62,6.21
1595,EASY,34.267,-118.829,2019,10,846.27,469.71,8.64
1596,SADDLERIDGE,34.318,-118.515,2019,10,3883.41,2167.92,661.59
1597,MARIA,34.314,-119.066,2019,10,4050.99,2730.6,219.78
1598,TICK,34.451,-118.394,2019,10,1978.74,1497.15,11.34
1599,CAVE,34.489,-119.768,2019,11,1111.41,539.46,128.52
1600,BOULDER,35.32,-119.93,2019,6,482.49,262.71,0.0
1601,MCMILLAN,35.677,-120.373,2019,6,784.62,592.2,27.27
1602,REFUGE,35.707,-119.617,2019,5,1379.61,1019.25,50.94
1603,LONOAK,36.207,-121.043,2019,6,1051.2,680.04,30.06
1604,COW,36.287,-118.209,2019,7,803.79,196.65,11.43
1605,TABOOSE,37.018,-118.345,2019,9,4189.32,848.25,57.42
1606,ROCK,37.475,-121.257,2019,6,990.09,742.23,90.18
1607,BRICEBURG,37.608,-119.932,2019,10,2237.31,1350.72,580.86
1608,SPRINGS,37.835,-118.904,2019,7,2413.62,420.03,4.05
1609,CAPLES,38.706,-120.16,2019,10,1405.8,491.31,469.89
1610,KINCADE,38.672,-122.776,2019,10,31246.56,9518.31,5230.08
1611,SAND,38.904,-122.259,2019,6,989.28,503.46,207.9
1612,LONG VALLEY,39.882,-119.995,2019,8,225.45,112.68,96.93
1613,RANCH,40.055,-122.628,2019,11,1179.0,660.51,280.26
1614,WALKER,40.09,-120.585,2019,9,23695.83,7970.31,9381.33
1615,SOUTH,40.118,-122.823,2019,9,2273.94,1094.58,313.2
1616,RED BANK,40.157,-122.676,2019,9,3257.91,2084.85,507.24
1617,R-1  RANCH,40.598,-120.536,2019,8,1520.28,687.87,131.58
1618,MIDDLE,40.883,-123.002,2019,9,548.46,106.65,280.08
1619,W-1 MCDONALD,40.973,-120.289,2019,8,461.52,181.98,10.35
1620,TUCKER,41.799,-121.234,2019,7,5695.02,3938.04,787.77
1621,LONE,41.766,-121.034,2019,9,2217.51,1002.33,30.69
1622,LIME,41.866,-122.661,2019,9,747.0,358.2,22.5
1623,SODA,35.33064948,-119.9490293,2020,6,666.0,119.88,0.0
1624,BRANCH,35.29474207,-120.0239454,2020,7,1174.5,1045.71,38.52
1625,POND,35.39569232,-120.4330707,2020,8,791.01,562.59,144.72
1626,ZOGG,40.43746497,-122.6220128,2020,9,22779.72,4389.75,2583.27
1627,GRADE,36.55394741,-119.1725198,2020,6,418.86,342.54,0.0
1628,GRANT FIRE,38.56711914,-121.1545024,2020,6,2043.36,1573.92,41.94
1629,HILLS,35.97781184,-120.3001306,2020,8,849.6,91.8,0.0
1630,MINERAL,36.1761018,-120.5600361,2020,7,11958.39,5785.29,849.06
1631,CARMEL,36.41717633,-121.6542699,2020,8,2823.3,1628.37,436.32
1632,COYOTE,36.67474452,-120.9989679,2020,7,593.82,26.82,0.0
1633,RIVER,36.4817366,-121.5674233,2020,8,20308.05,7283.52,4228.11
1634,HOLSER,34.45758441,-118.7324555,2020,8,882.81,696.96,73.08
1635,SCU COMPLEX,37.35146709,-121.4469168,2020,8,160572.42,69351.39,17002.44
1636,CREWS,37.01675957,-121.4539694,2020,7,2217.15,581.04,17.37
1637,AIRPORT,33.90290227,-117.6276915,2020,12,429.66,107.37,29.88
1638,APPLE,34.02490173,-116.8574842,2020,7,13366.17,3065.94,9404.1
1639,SANDERSON,33.90043808,-117.0630626,2020,12,784.62,596.88,35.82
1640,SOLEDAD,34.45470565,-118.3362808,2020,7,609.39,541.35,0.9
1641,BOBCAT,34.33230369,-117.9296765,2020,9,45854.01,21556.8,17182.89
1642,CZU LIGHTNING COMPLEX,37.14747448,-122.2237692,2020,8,34941.6,9401.49,18080.55
1643,OAK,39.48826135,-123.3779504,2020,9,456.93,126.36,191.97
1644,MEYERS,38.50605403,-123.2038079,2020,8,946.53,264.33,235.62
1645,WALLBRIDGE,38.61605842,-123.0123944,2020,8,22294.35,7891.38,6733.26
1646,HENNESSEY,38.61777795,-122.2386775,2020,8,123185.25,48398.22,29471.4
1647,GLASS,38.53799987,-122.5461373,2020,9,27217.44,10159.65,10561.05
1648,QUAIL,38.47420835,-122.0173739,2020,6,741.15,201.6,10.35
1649,DALTON,41.72501425,-121.0601574,2020,7,542.52,77.67,0.09
1650,ALLEN,41.35755778,-121.0760707,2020,7,412.56,129.51,9.72
1651,BEACH,37.93308926,-118.9869772,2020,8,1479.69,1308.51,38.79
1652,LOYALTON,39.70744261,-120.1077695,2020,8,18858.24,7220.7,7998.66
1653,SHEEP,40.32565658,-120.7209697,2020,8,11911.41,4091.4,6628.05
1654,DOLAN,36.07113431,-121.462485,2020,8,50337.18,20721.15,18466.11
1655,FOX,41.23970758,-122.8534927,2020,9,808.11,425.7,146.79
1656,NORTH COMPLEX,39.72888713,-121.196267,2020,8,128894.04,30106.44,87838.74
1657,CASTLE,36.21697263,-118.5458922,2020,8,68846.58,26859.51,30531.87
1658,FORK,38.98710069,-120.4242487,2020,9,674.19,328.5,177.21
1659,CREEK,37.33285595,-119.2763844,2020,9,153659.34,58350.33,67141.62
1660,DEVIL,41.92444387,-123.2334926,2020,9,3559.59,1584.9,763.92
1661,ROCKWELL,39.68378687,-122.7719726,2020,8,581.4,238.14,316.35
1662,SLATER,41.94589683,-123.5010248,2020,9,45117.0,6458.13,30891.87
1663,LAKE,34.67641957,-118.555063,2020,8,12506.13,3691.62,7995.24
1664,RANCH2,34.19694455,-117.9076775,2020,8,1650.06,379.35,1239.12
1665,VALLEY,32.7369641,-116.6890363,2020,9,6573.15,2678.49,3201.48
1666,SNOW,33.87354472,-116.6795181,2020,9,2510.73,1890.54,243.18
1667,AUGUST COMPLEX FIRES,39.93152304,-122.9959521,2020,8,417701.16,135594.72,170053.65
1668,HOG,40.42023066,-120.8050785,2020,7,3848.58,1338.84,2114.91
1669,RED SALMON COMPLEX,41.11928079,-123.3944016,2020,7,58078.17,21715.47,18323.64
1670,BLUEJAY,37.84126306,-119.6110573,2020,7,2780.19,1515.6,363.6
1671,CALDWELL,41.73458816,-121.4543373,2020,7,32816.34,14288.31,3231.27
1672,DOME,35.2935454,-115.5846521,2020,8,17861.22,10670.4,0.27
1673,IVANPAH,35.19096713,-115.1834911,2020,6,422.46,0.45,0.0
1674,MORAINE,36.72719052,-118.5516108,2020,8,526.32,201.42,17.55
1675,RATTLESNAKE,36.430343,-118.4150668,2020,8,3354.03,1478.25,344.25
1676,SCORPION,34.03622128,-119.5422172,2020,5,523.62,415.98,0.72
1677,WOLF,37.88102161,-119.6231191,2020,8,823.95,420.21,11.43
1678,WOODWARD,38.02328105,-122.8210841,2020,8,1977.12,752.4,433.8
1679,BACCARAT,39.77683069,-119.9569403,2020,10,6.66,0.81,0.0
1680,LAURA 2,40.06261739,-120.0895792,2020,11,929.43,753.39,106.38
1681,MOUNTAIN VIEW,38.55783911,-119.4114122,2020,11,5123.52,1685.07,2170.44
1682,NADEAU,36.01384218,-117.4633597,2020,7,3696.93,2697.57,30.87
1683,NORTH,39.84956022,-119.9905237,2020,8,1110.24,560.25,339.48
1684,SLINK,38.52241737,-119.5658973,2020,8,10792.26,4543.02,2520.72
1685,W-5 COLD SPRINGS,41.09414628,-120.0796157,2020,8,28322.01,13628.88,7903.98
1686,SILVERADO,33.71881574,-117.7001636,2020,10,5020.83,3564.81,471.96
1687,BLUE RIDGE,33.91184677,-117.7019889,2020,10,5521.59,4956.57,98.91
1688,BOND,33.73979634,-117.66266,2020,12,2685.06,1746.54,693.72
1689,GOLD,41.06383926,-120.816197,2020,7,9125.91,3769.38,1598.04
1690,MOC,37.78706787,-120.2725478,2020,8,1151.64,525.24,157.23
1691,SALT,37.99910983,-120.7523615,2020,8,642.15,575.19,0.27
1692,WALKER,38.07062309,-120.7061626,2020,6,560.43,428.58,83.43
1693,BENA,35.30659054,-118.6491567,2020,7,1162.89,986.94,69.21
1694,STAGECOACH,35.45344473,-118.484881,2020,8,3115.08,2242.44,472.95
1695,PASS,37.04631279,-121.1633091,2020,6,871.92,220.23,0.0
1696,WILLOWS,39.37500325,-121.332452,2020,9,526.68,204.57,35.55
